Control,Injected
0.09404290151874839,0.09015204596642397
0.08987162997728572,0.09738815291328408
0.09658413402999348,0.09330395151343626
0.09148321662634763,0.09886618710239059
0.09368256735454153,0.0942051266497684
0.08685231099143022,0.10021794640736433
0.09284540567994523,0.09831103142958307
0.09450329919501933,0.09748261977481835
0.08717670932762638,0.09411153670929745
0.08826378314240038,0.09156379961892433
0.09363385345173487,0.0991026333389356
0.09227164102839534,0.09355819985256311
0.09025450387987886,0.09488986066727771
0.09303726739972949,0.0940470909972272
0.08861312816570056,0.08895139084767996
0.09177423421629635,0.0902104489472305
0.09193938386937232,0.09945139465497087
0.08969221579511988,0.08961881243371758
0.09190927102711563,0.09238874009581736
0.08954581774359623,0.09173980902129898
0.09250511009917875,0.08975288458087344
0.09109134638483082,0.10159394842729035
0.09619268132411651,0.09159508277749348
0.09205081975736928,0.09714167003224389
0.09691667810697407,0.0940800346705745
0.09322437384034063,0.09940528494207541
0.09304880440856894,0.0995400214775318
0.08634939037698872,0.09822901260416758
0.09196977681823254,0.0947543461931914
0.09481049556329561,0.09515250567810964
0.0882648221939355,0.10082045612192407
0.08799477849233871,0.09723470249291016
0.09376770440550608,0.09637358554811216
0.09245215758559919,0.09377142973867936
0.09355359909426136,0.08967603850863429
0.09101259365549037,0.09312392421529044
0.09219720025217429,0.09329338244914007
0.09156373873964183,0.09002892139221738
0.09255542655804082,0.08662341493507413
0.09156792478882157,0.09198469680658047
0.09173263044227381,
0.0906458400872805,
0.09235924017184423,
0.09290624998574701,
